'11', '매거진 조이 Vol.1 : 집이 없어', '와난 (지은이)', '다산코믹스', '2024-11-01', '21000', '18900', '네이버웹툰의 인기작 &lt;집이 없어&gt;의 모든 것을 한 권에 담아낸 책이다. 작품 정보와 등장인물 소개부터 원작의 감동을 그대로 옮겨 담은 명장면 다시 보기까지 그야말로 &lt;집이 없어&gt;에 관한 모든 것을 일목요연하게 보여준다.', '9791130658124', '국내도서>만화>인터넷 연재 만화', 'https://image.aladin.co.kr/product/35009/51/coversum/k492934886_1.jpg'
'12', '작은 땅의 야수들 - 2024 톨스토이 문학상 수상작', '김주혜 (지은이), 박소현 (옮긴이)', '다산책방', '2023-06-19', '18000', '16200', '베스트셀러 『작은 땅의 야수들』이 리커버 특별판으로 출간되었다. 호랑이와 인간이 대치하는 강렬한 프롤로그로 시작하는 『작은 땅의 야수들』은 혼란스러운 시대에 서로 다른 욕망을 품은 다양한 인간 군상들이 운명적으로 얽혀 흥망성쇠하는 장대한 대서사시다.', '9791130642574', '국내도서>소설/시/희곡>영미소설', 'https://image.aladin.co.kr/product/31793/43/coversum/k212833117_2.jpg'
'13', '내 여자의 열매 - 2024 노벨문학상 수상작가, 개정판', '한강 (지은이)', '문학과지성사', '2018-11-09', '14000', '12600', '1993년 등단 이후 단단하고 섬세한 문장으로 삶의 근원에 자리한 고독과 아픔을 살펴온 한강이 지금까지 출간한 소설집을 새로운 옷을 갈아입혀 독자들 앞에 새롭게 선보인다. 첫 소설집 《여수의 사랑》 이후 5년 만에 출간한 두 번째 소설집 『내 여자의 열매』는 《채식주의자》 연작의 씨앗이 된 《내 여자의 열매》 등을 포함한 단편 여덟 편의 배치를 바꾸고 표현과 문장을 다듬어 18년 만에 독자들과 다시 만난다.', '9788932034829', '국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설', 'https://image.aladin.co.kr/product/17393/7/coversum/s932034826_1.jpg'
'14', '트렌드 코리아 2025 - 2025 대한민국 소비트렌드 전망', '김난도, 전미영, 최지혜, 권정윤, 한다혜, 이혜원, 이준영, 이향은, 추예린, 전다현 (지은이)', '미래의창', '2024-09-25', '20000', '18000', '역대급 무더위가 대한민국을 강타한 2024년 여름, 지구는 역사상 가장 뜨거운 날의 기록을 연달아 경신했다. 지금 우리는 ‘역대급’이라는 말 자체가 역대급으로 많이 쓰이는 시대를 살고 있다. 그만큼 우리 사회의 역동성이 크다는 뜻이기도 하다. 근 20년 동안 우리 사회의 추이와 소비 활동의 여러 모습을 추적, 관찰해온 트렌드 코리아 팀은 대한민국이 그 어느 때보다도 더 특유의 역동성과 역량을 바탕으로 전에 없는 다양성을 표출하는 모습을 목격하고 이를 책', '9788959897223', '국내도서>경제경영>트렌드/미래전망>트렌드/미래전망 일반', 'https://image.aladin.co.kr/product/34634/14/coversum/8959897221_2.jpg'
'15', '카구라바치 2 (더블특전판) - 초판한정 일러스트 시네마 티켓 + 선착순 더블 특전 일러스트 PP 스탠드', '호카조노 타케루 (지은이)', '대원씨아이(만화)', '2024-10-30', '6500', '5850', '', '9791172885014', '국내도서>만화>소년만화>액션', 'https://image.aladin.co.kr/product/35005/41/coversum/k532934889_1.jpg'
'16', '넥서스 - 석기시대부터 AI까지, 정보 네트워크로 보는 인류 역사', '유발 하라리 (지은이), 김명주 (옮긴이)', '김영사', '2024-10-11', '27800', '25020', '《사피엔스》 《호모 데우스》에서 펼쳤던 그의 논지가 ‘정보’를 중심으로 통합되어 더 정교하게 실체를 드러내는 《넥서스》에서 우리는 하라리 교수의 도저한 ‘현실주의’적 해법을 만난다. 비인간 지능이 우리의 존재를 위협하는 현재, 우리는 실수할 여유가 없다.', '9791194330424', '국내도서>인문학>문화/문화이론>문명/문명사', 'https://image.aladin.co.kr/product/34917/23/coversum/k022933254_1.jpg'
'17', '노랑무늬영원 - 2024 노벨문학상 수상작가, 개정판', '한강 (지은이)', '문학과지성사', '2018-11-09', '14000', '12600', '수십 번 계절이 바뀌는 동안 존재의 근원과 세계를 탐문하는 한강의 온 힘과 감각이 고통 속에 혹은 고통이 통과한 자취에 머무르는 사이 『채식주의자』 『바람이 분다, 가라』 등의 장편들과 긴밀하게 연결되고 조응하는 중편과 단편들이 씌어졌고 그 자취가 고스란히 담겼다.', '9788932034836', '국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설', 'https://image.aladin.co.kr/product/17393/6/coversum/8932034834_2.jpg'
'18', '검은 사슴 - 2024 노벨문학상 수상작가, 한강 장편소설', '한강 (지은이)', '문학동네', '2017-12-20', '15500', '13950', '문학동네 한국문학전집 24권. 세련되고 충격적인 이미지, 우아하고 힘있는 묘사, 그것들을 하나로 꿰는 견고한 서사를 바탕으로 등단 이후 줄곧 문단과 독자들에게 강렬한 독서 체험을 선사해준 작가 한강의 &lt;검은 사슴&gt;이다.', '9788954648905', '국내도서>소설/시/희곡>한국소설>2000년대 이전 한국소설', 'https://image.aladin.co.kr/product/12606/97/coversum/8954648908_3.jpg'
'19', '얼굴만으론 좋아할 수 없어요 11 (더블특장판) - 폴라로이드풍 일러스트 카드(초판부록) + SNS풍 PET 카드(선착순 한정 부록)', '안자이 카린 (지은이), 이소연 (옮긴이)', '서울미디어코믹스(서울문화사)', '2024-10-23', '6000', '5400', '얼굴을 밝히는 여고생 사나는 최애 카나토 선배와 함께 학교 공식 계정을 운영하던 중 연인으로 발전. 첫 라이브 방송을 마치고, 어쩌다 보니 카나토 선배의 집에서 자게 된 사나는? 그리고 한편에서는 도이가키에게도 심경의 변화가…….', '9791136794277', '국내도서>만화>순정만화>레이디스 코믹', 'https://image.aladin.co.kr/product/35049/1/coversum/k502934085_1.jpg'
'20', '참사는 골목에 머물지 않는다 - 이태원 참사 가족들이 길 위에 새겨온 730일의 이야기', '10·29 이태원 참사 작가기록단 (지은이)', '창비', '2024-10-21', '22000', '19800', '세월이 가고 망각이 덮어도 결코 지워지지 않는 이태원 참사 730일간의 이야기. 안전이 실종되고 참사가 번져나가는 한국 사회를 부서지는 마음과 온몸으로 체감한 가족들의 목소리에 귀 기울여보자. 재난과 상실, 위험이 일상화된 오늘 우리에게 나침반이 되어줄 중요한 기록이다.', '9788936480585', '국내도서>에세이>한국에세이', 'https://image.aladin.co.kr/product/34819/61/coversum/k542933531_1.jpg'
'21', '박태웅의 AI 강의 2025 - 인공지능의 출현부터 일상으로의 침투까지 우리와 미래를 함께할 새로운 지능의 모든 것', '박태웅 (지은이)', '한빛비즈', '2024-09-30', '18800', '16920', '베스트셀러 《박태웅의 AI 강의》가 최신 AI 트렌드와 더 깊은 인사이트를 담아 돌아왔다. 인공지능 원리에 대한 쉬운 설명은 그대로 유지한 채 더욱 깊이 있는 기술 지식이 책 곳곳에 추가되었고, 우리가 반드시 알아야 할 AI 트렌드는 물론이요, AI로 인해 변화될 앞으로의 우리 모습까지 조망하고 있다.', '9791157847679', '국내도서>경제경영>트렌드/미래전망>인공지능/빅데이터', 'https://image.aladin.co.kr/product/34689/12/coversum/k522933817_1.jpg'
'22', '눈물상자 - 2024 노벨문학상 수상작가', '한강 (지은이), 봄로야 (그림)', '문학동네', '2008-05-22', '10000', '9000', '작가 한강이 어른을 위해 쓴 동화. \'눈물을 보여드릴까요?\'라는 어린이극에서 \'눈물을 상자에 모으는 아저씨가 있다\'는 설정을 빌려 썼다. 이야기는 눈물은 모두 투명하지만, 그것들을 결정으로 만들면 각기 다른 색깔이 나올 거란 발상에서 시작된다.', '9788954605816', '국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설', 'https://image.aladin.co.kr/product/217/37/coversum/8954605818_2.jpg'
'23', '이중 하나는 거짓말', '김애란 (지은이)', '문학동네', '2024-08-27', '16000', '14400', '한국문학의 결정적 순간을 만들어온 젊은 거장 김애란의 장편소설. 몇 년 전 진행된 한 인터뷰에서 차기작에 대해 묻는 질문에 작가가 “빛과 거짓말 그리고 그림에 관한 이야기”라고 설명한 것 외에는 모든 것이 베일에 가려져 있던 바로 그 작품이 오랜 기다림 끝에 마침내 공개된다.', '9791141601300', '국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설', 'https://image.aladin.co.kr/product/34474/76/coversum/k292932634_3.jpg'
'24', '압수수색', '김용진, 한상진, 봉지욱 (지은이)', '뉴스타파', '2024-10-11', '18000', '16200', '1년 넘게 압수수색, 포렌식, 검찰 심문, 기소를 겪은 세 베테랑 탐사보도 기자가 체험과 목격을 바탕으로 이른바 디지털 신공안이 강제하는 디스토피아의 실체를 때로는 처절하게, 때로는 유쾌하게, 때로는 흥미롭게 폭로한다.', '9791198933201', '국내도서>사회과학>언론/미디어>언론학/미디어론', 'https://image.aladin.co.kr/product/34709/3/coversum/k132933017_2.jpg'
'25', '어른의 어휘 일력 365 (스프링) - 글에 품격을 높이고 말에 우아함을 더해주는', '서선행, 이은정 (지은이)', '윌마', '2024-09-30', '22000', '19800', '독자들이 부족한 어휘력을 채우기에 가장 좋은 구성과 형태를 취하고 있다. 일력 구성으로 책상이나 식탁 위에 두고 매일 한 단어씩 익힐 수 있도록 하였고, 대화·대사·문학·기사·연설 등 다양한 형태의 예문을 실어 일상 생활에서 충분히 활용할 수 있도록 했다.', '9791198889508', '국내도서>인문학>교양 인문학', 'https://image.aladin.co.kr/product/34800/75/coversum/k322933227_1.jpg'
'26', '시대예보: 호명사회', '송길영 (지은이)', '교보문고(단행본)', '2024-09-26', '22000', '19800', '‘핵개인의 시대’에 이은 송길영의 두 번째 시대예보는 ‘호명사회’다. 핵개인들이 서로의 이름을 부르는 호명사회는 조직의 이름 뒤에 숨을 수도, 숨을 필요도 없는 사회다. 자신이 한 일을 책임지고 온전히 자신이 한 일에 보상을 받는 새로운 공정한 시대인 호명사회는 어디까지 왔으며, 이 시대에 생존하기 위해 우리는 무엇을 준비하고 어떤 선택을 해야 할까?', '9791170611875', '국내도서>경제경영>경제학/경제일반>경제사/경제전망>한국 경제사/경제전망', 'https://image.aladin.co.kr/product/34646/12/coversum/k542933687_2.jpg'
'27', '그대의 차가운 손 - 2024 노벨문학상 수상작가', '한강 (지은이)', '문학과지성사', '2002-01-18', '14000', '12600', '1993년 계간 『문학과사회』겨울호에 시 「서울의 겨울」 외 4편을 발표하고 이듬해 『서울신문』신춘문예에 단편소설 「붉은 닻」이 당선되어 작품 활동을 시작한 한강이 『검은 사슴』(1998) 이후 4년 만에 펴낸 두번째 장편소설이다.', '9788932013046', '국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설', 'https://image.aladin.co.kr/product/32/69/coversum/8932013047_3.jpg'
'28', '모순 - 개정판', '양귀자 (지은이)', '쓰다', '2013-04-01', '13000', '11700', '작가 양귀자가 1998년 펴낸 세 번째 장편소설로, 책이 나온 지 한 달 만에 무서운 속도로 베스트셀러 1위에 진입, 출판계를 놀라게 하고 그해 최고의 베스트셀러로 자리 잡으면서 ‘양귀자 소설의 힘’을 다시 한 번 유감없이 보여준 소설이다.', '9788998441012', '국내도서>소설/시/희곡>한국소설>2000년대 이전 한국소설', 'https://image.aladin.co.kr/product/2584/37/coversum/8998441012_3.jpg'
'29', '한강 : 회복하는 인간 Convalescence - 2024 노벨문학상 수상작가', '한강 (지은이), 전승희 (옮긴이), K. E. 더핀 (감수)', '도서출판 아시아', '2013-06-15', '9500', '8550', '한강의 소설. 발목에 입은 화상을 방치해 거의 회복 불능의 상태가 되어 병원을 찾아온 여자에 관한 이야기이다. &lt;회복하는 인간&gt;이 유독 아픈 소설로 느껴지는 이유를 언니 삶의 불행과 남겨진 동생의 슬픔 때문이라고만 말한다면 충분하지 않다.', '9788994006826', '국내도서>소설/시/희곡>한국소설>2000년대 이전 한국소설', 'https://image.aladin.co.kr/product/2778/68/coversum/s312934675_1.jpg'
'30', '대도시의 사랑법', '박상영 (지은이)', '창비', '2019-06-28', '15000', '13500', '2018년 펴낸 첫 소설집으로 많은 젊은 독자들을 매료시킨 박상영의 두번째 책. 제10회 젊은작가상 대상 수상작 \'우럭 한점 우주의 맛\'을 비롯해 발표와 동시에 화제를 모았던 4편의 중단편을 수록한 연작 소설집이다.', '9788936437978', '국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설', 'https://image.aladin.co.kr/product/19543/91/coversum/8936437976_3.jpg'
'31', '국가는 왜 실패하는가 - 2024 노벨경제학상 수상작가', '대런 애쓰모글루, 제임스 A. 로빈슨 (지은이), 최완규 (옮긴이), 장경덕 (감수)', '시공사', '2012-09-27', '28000', '25200', '왜 어떤 나라는 가난하고, 어떤 나라는 부유한가. 여기 실패한 국가들이 있다. 가난, 부정부패, 형편없는 교육으로 신음하고 있는 나라들이다. 이들이 실패한 이유는 무엇일까? 같은 전철을 밟지 않으려면  우리는 어떻게 해야 하는가.', '9788952766984', '국내도서>사회과학>비평/칼럼>정치비평/칼럼', 'https://image.aladin.co.kr/product/1992/2/coversum/8952766989_2.jpg'
'32', '사자왕 형제의 모험 - 아스트리드 린드그렌 장편동화', '아스트리드 린드그렌 (지은이), 일론 비클란드 (그림), 김경희 (옮긴이)', '창비', '2015-07-10', '13000', '11700', '\'재미있다! 세계명작‘ 4권. 스웨덴의 세계적인 동화작가 아스트리드 린드그렌의 판타지 모험 동화다. 신비로운 환상 세계, 가슴 졸이는 모험, 형제애와 인류애, 자유롭고 용감한 삶에 대한 희망을 그린 린드그렌의 대표작으로, 두려움과 용기, 상처와 치유라는 삶과 문학의 영원한 화두를 다루었다.', '9788936446734', '국내도서>어린이>동화/명작/고전>세계명작', 'https://image.aladin.co.kr/product/6285/27/coversum/8936446738_2.jpg'
'33', '생각의 연금술 - 생각이 인생의 예언이 되는 순간', '제임스 알렌 (지은이), 하와이 대저택 (엮은이), 송은선, 함희영 (옮긴이)', '포레스트북스', '2024-09-25', '19800', '17820', '제임스 알렌은 강조하는 것은 생각의 힘이다. 나를 둘러싼 모든 것 중에 내가 조절할 수 있는 것은 유일하게 생각이며, 생각을 바꾸면 삶을 바꿀 수 있다. 이 책에서는 생각의 전환을 돕는 제임스 알렌의 지혜가 담겨 있다. 이 책을 읽고 나기 전과 후 달라진 마음가짐은 당신의 평생을 바꿀 것이다.', '9791193506844', '국내도서>자기계발>성공>성공학', 'https://image.aladin.co.kr/product/34692/96/coversum/k322933915_1.jpg'
'34', '마법천자문 64 - 힘으로 억눌러 통제하다! 제압 制壓', '알에스미디어 (지은이), 정수영 (그림), 강용철 (감수)', '아울북', '2024-10-16', '15800', '14220', '2,000만 독자가 선택한 마법천자문은 2003년 첫 출간된 이후, 지난 20년간 한자 학습의 열풍을 일으키며 어린이들에게 큰 사랑을 받아왔다. 54권부터『마법천자문』은 1~53권을 통해 익혔던 하나하나의 한자들을 \'어휘력\'이라는 한층 고차원적인 방식으로 접근한다.', '9791171178186', '국내도서>어린이>어린이 한자>학습만화', 'https://image.aladin.co.kr/product/34923/67/coversum/k622933459_2.jpg'
'35', '최강록의 요리 노트', '최강록 (지은이)', '클', '2023-08-14', '16800', '15120', '&lt;마스터셰프 코리아 2&gt; 우승자이자 현재 요리 유튜버로 활동 중인 셰프 최강록의 요리 에세이. 단순한 레시피나 맛집 소개가 아닌 주로 ‘재료와 맛’에 대한 설명을 담고 있다. 재료가 가진 맛을 제대로 이끌어낼 수 있도록 친절한 설명으로 독자들을 안내한다. \n', '9791192512419', '국내도서>요리/살림>생활요리', 'https://image.aladin.co.kr/product/32220/61/coversum/k072834629_2.jpg'
'36', 'ETS 토익 정기시험 기출문제집 1000 Vol. 4 Reading (리딩) - 토익 기출문제 독점출간/ ALL NEW 최신기출 10회 수록/ 문제집+해설집+무료 동영상 강의+기출어휘 단어장(PDF)+APP 모바일 학습', 'ETS (엮은이)', '(주)YBM(와이비엠)', '2023-12-18', '19800', '17820', '정기시험 최신 기출문제 10세트가 수록되어 있다. 시험에 나온 최신 기출문제로 실전 감각을 키워 시험에 확실하게 대비할 수 있다. 교재 내 QR코드는 해당 회차의 무료 동영상 강의로 연결된다. 오답률 높은 고난도 문항을 친절한 해설 강의와 함께 수록하였다.', '9788917239508', '국내도서>외국어>토익>Reading', 'https://image.aladin.co.kr/product/33010/94/coversum/8917239501_1.jpg'
'37', 'ETS 토익 정기시험 기출문제집 1000 Vol. 4 Listening (리스닝) - 토익 기출문제 독점출간/ ALL NEW 최신기출 10회 수록/ 문제집+해설집+무료 정기시험 성우 MP3+무료 동영상 강의+기출어휘 단어장(PDF)+APP 모바일 학습', 'ETS (엮은이)', '(주)YBM(와이비엠)', '2023-12-18', '19800', '17820', '정기시험 최신 기출문제 10세트가 수록되어 있다. 시험에 나온 기출문제로 실전 감각을 키워 시험에 확실하게 대비하자! 수록된 10세트의 LC 음원은 모두 정기시험 성우의 음원이다. 시험장에서 듣게 될 음성으로 공부하면 까다로운 영국식, 호주식 발음도 걱정 없다.', '9788917239492', '국내도서>외국어>토익>Listening', 'https://image.aladin.co.kr/product/33010/92/coversum/8917239498_1.jpg'
'38', '고전이 답했다 마땅히 살아야 할 삶에 대하여', '고명환 (지은이)', '라곰', '2024-08-26', '16800', '15120', '매일 아침 7만 명이 유튜브 강의를 찾아 듣고, 한 달에 20여 차례 전국의 강연장을 찾아가 독자들을 만나는 이 시대 최고의 강연자. 30만 독자가 기다린 베스트셀러 저자 고명환이 지난 10여 년간의 인생 내공이 응축된 책, 『고전이 답했다 마땅히 살아야 할 삶에 대하여』에서 고전(古典)에서 길어 올린 흔들림 없는 삶의 내공을 전한다.', '9791193939130', '국내도서>자기계발>성공>성공학', 'https://image.aladin.co.kr/product/34526/60/coversum/k622932853_2.jpg'
'39', '대온실 수리 보고서', '김금희 (지은이)', '창비', '2024-10-04', '18000', '16200', '마음에 이는 무늬를 섬세하게 수놓으며 이야기의 아름다움을 증명해온 소설가 김금희가 장편소설 『대온실 수리 보고서』를 선보인다. 이 작품은 동양 최대의 유리온실이었던 창경궁 대온실을 배경으로, 그 안에 숨어 있는 가슴 저릿한 비밀과 인간에 대한 믿음을 저버리지 않으려는 신념을 감동적으로 보여준다.', '9788936439651', '국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설', 'https://image.aladin.co.kr/product/34712/24/coversum/8936439650_2.jpg'
'40', '봄의 폭풍과 몬스터 5', '미츠바치 미유키 (지은이), 이슬 (옮긴이)', '학산문화사(만화)', '2024-10-24', '6000', '5400', '나스X란을 막기 위한 카야X미하네의 방해 작전! 과연 그 결과는--?!', '9791141134488', '국내도서>만화>순정만화>틴에이지 순정', 'https://image.aladin.co.kr/product/34942/21/coversum/k842934464_1.jpg'
'41', '내 이름은 태양꽃 - 2024 노벨문학상 수상작가', '한강 (지은이), 김세현 (그림)', '문학동네', '2002-03-11', '8500', '7650', '소설가 한강이 선보이는 어른을 위한 동화. 보잘것없는 풀 한 포기가 태양보다 밝고 빛보다 환한 꽃으로 성장하기까지 치러내야 했던 절망과 시련을 보여준다. 상처가 깊으면, 삶의 환희도 크다는 메시지를 전한다.', '9788982814792', '국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설', 'https://image.aladin.co.kr/product/33/41/coversum/8982814795_2.jpg'
'42', '주폴리스 : 동물 권리를 위한 정치 이론', '수 도널드슨, 윌 킴리카 (지은이), 박창희 (옮긴이), 최명애 (감수)', '프레스탁', '2024-10-10', '28000', '25200', '동물학zoology과 공동체/도시국가polis가 합성된 단어 “zoopolis”는 도시계획 연구자 제니퍼 울치가 비인간을 고려하는 도시 계획을 주창하며 만든 단어이다. 《주폴리스》는 단어가 암시하고 있듯이 인간과 동물의 정치공동체를 위한 이론을 전개한다.', '9791197494055', '국내도서>인문학>서양철학>윤리학/도덕철학', 'https://image.aladin.co.kr/product/34587/95/coversum/k892933579_2.jpg'
'43', '동사 X 전치사 도감 - 외우지 않는 편안함', '권은희 (지은이)', '길벗이지톡', '2024-08-11', '19800', '17820', '우리가 흔히 알고 있는 ‘전치사 30개 X 동사 42개’로 1,000개가 넘는 다양한 표현을 머릿속에 저절로 기억되도록 만들었다. 그림 학습법으로 이름을 알려온 저자가 직접 스케치한 1,000개가 넘는 이미지로 표현을 억지로 외우지 않아도 개념이 저절로 잡히고 기억이 되게 했다.', '9791140709960', '국내도서>외국어>영어회화>생활영어', 'https://image.aladin.co.kr/product/34312/43/coversum/k132932479_1.jpg'
'44', '머나먼 길', '정희린 (지은이)', '곰세마리', '2024-10-01', '15500', '13950', '이른 새벽, 다섯 명의 아이들이 길을 나선다. 자신의 몸보다 더 큰 물동이를 머리 위에 얹은 채 아이들은 끝없이 이어지는 길을 걷는다. 아직 어둠이 걷히지 않은 새벽에서 시작해 해가 빨갛게 익기까지, 아이들은 저마다의 소망을 이야기한다.', '9791193366097', '국내도서>유아>그림책>나라별 그림책>한국 그림책', 'https://image.aladin.co.kr/product/34766/9/coversum/k862933029_2.jpg'
'45', '성적을 부탁해 티처스 - 대한민국 일타 강사진이 직접 알려주는 성적 급상승 전략의 모든 것', '정승제, 조정식, 채널A &lt성적을 부탁해 티처스&gt 제작팀 (지은이)', '다산에듀', '2024-10-29', '22000', '19800', '지독한 공부 권태기에서 모두를 구원하기 위해 스타 강사 정승제×조정식 선생님이 뭉쳤다. 수학에 발목 잡힌 전교권 학생부터 외고 진학 후 성적 침체기에서 빠져나오지 못해 고민하는 학생, 부모와의 불안정한 관계가 성적에 영향을 미치는 학생 등 다양한 학생들의 학습 과정을 면밀하게 살피고, 문제점을 콕 집어 발견하여 그에 맞는 맞춤 솔루션을 안내한다.', '9791130658452', '국내도서>좋은부모>교육/학습>학교/학습법', 'https://image.aladin.co.kr/product/34942/9/coversum/k592934464_1.jpg'
